Keyword	Avg Monthly Volume	Competition	CPC Low	CPC High	YoY Change	Intent	Silo Assignment	Source Batch
pgt vinyl cleaner near me	0	Unknown			--	T/L		Batch 4 - Head Terms
pole window cleaners near me	0	Unknown			--	T/L	Window Cleaning	Batch 4 - Head Terms
power clean pressure washing service	0	Unknown			--	T	Pressure Washing	Batch 4 - Head Terms
pressure washing pressure washing near me	0	Unknown			--	T/L	Pressure Washing	Batch 4 - Head Terms
pro clean pressure wash near me	0	Unknown			--	T/L	Pressure Washing	Batch 4 - Head Terms
professional pressure washing prices	0	Unknown			--	T	Pressure Washing	Batch 4 - Head Terms
roof cleaning around me	0	Unknown			--	T	Roof Cleaning	Batch 4 - Head Terms
roof cleaning service around me	0	Unknown			--	T	Roof Cleaning	Batch 4 - Head Terms
roof washing service around me	0	Unknown			--	T	Roof Cleaning	Batch 4 - Head Terms
salem gutter cleaning near me	0	Unknown			--	T/L	Gutter Services	Batch 4 - Head Terms
salem pressure washing near me	0	Unknown			--	T/L	Pressure Washing	Batch 4 - Head Terms
scarborough roof cleaning near me	0	Unknown			--	T/L	Roof Cleaning	Batch 4 - Head Terms
sidewalk pressure washing companies near me	0	Unknown			--	T/L	Pressure Washing	Batch 4 - Head Terms
simpson commercial power washer	0	Unknown			0%	T	Industrial	Batch 4 - Head Terms
simpson power washer company	0	Unknown			--	T	Pressure Washing	Batch 4 - Head Terms
skylight cleaning services near me	0	Unknown			0%	T/L		Batch 4 - Head Terms
speck parking lot maintenance	0	Unknown			--	T	Parking Lot Services	Batch 4 - Head Terms
st johns roof cleaning near me	0	Unknown			--	T/L	Roof Cleaning	Batch 4 - Head Terms
stuart pressure washing near me	0	Unknown			--	T/L	Pressure Washing	Batch 4 - Head Terms
stuart roof cleaning near me	0	Unknown			--	T/L	Roof Cleaning	Batch 4 - Head Terms
stuart roof washing near me	0	Unknown			--	T/L	Roof Cleaning	Batch 4 - Head Terms
total service pro house washing near me	0	Unknown			--	T/L	Soft Washing	Batch 4 - Head Terms
total service pro power washing near me	0	Unknown			--	T/L	Pressure Washing	Batch 4 - Head Terms
total service pro pressure washing near me	0	Unknown			--	T/L	Pressure Washing	Batch 4 - Head Terms
total service pro roof cleaning near me	0	Unknown			--	T/L	Roof Cleaning	Batch 4 - Head Terms
wellington roof cleaning near me	0	Unknown			--	T/L	Roof Cleaning	Batch 4 - Head Terms
window cleaners near me brentwood	0	Unknown			--	T/L	Window Cleaning	Batch 4 - Head Terms
window cleaners near me cost	0	Unknown			--	C	Window Cleaning	Batch 4 - Head Terms
window cleaners near me epping	0	Unknown			--	T/L	Window Cleaning	Batch 4 - Head Terms
window cleaners near me great dunmow	0	Unknown			--	T/L	Window Cleaning	Batch 4 - Head Terms
window cleaning company nearby	0	Unknown			--	T	Window Cleaning	Batch 4 - Head Terms
window cleaning water near me	0	Unknown			--	T/L	Window Cleaning	Batch 4 - Head Terms
window washers close to me	0	Unknown			--	T	Window Cleaning	Batch 4 - Head Terms
zep commercial all in one pressure wash concentrate	0	Unknown			--	T	Industrial	Batch 4 - Head Terms
